,Make,Ex-Showroom_Price,Displacement,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Type
1201,Nissan Kicks Xv Premium (O),"Rs. 14,65,000",1461 cc,50 litres,Diesel,,Manual
1202,Nissan Kicks Xv Premium (O) Dual Tone,"Rs. 14,65,000",1461 cc,50 litres,Diesel,,Manual
1203,Nissan Kicks Xe Diesel,"Rs. 9,89,000",1461 cc,50 litres,Diesel,,Manual
1204,Tata Winger 15S,"Rs. 12,05,000",2200 cc,60 litres,Diesel,,Manual
1205,Hyundai Kona Electric Premium,"Rs. 23,71,858",,,Electric,,Automatic
1206,Toyota Camry Hybrid,"Rs. 37,88,000",2487 cc,50 litres,Hybrid,,Automatic
1207,Audi A5 Sportback,"Rs. 60,61,200",1968 cc,,Diesel,,Automatic
1208,Land Rover Discovery 3.0 Hse Diesel,"Rs. 1,02,05,494",2993 cc,85 litres,Diesel,,Automatic
1209,Land Rover Discovery 3.0 Se Diesel,"Rs. 96,89,321",2993 cc,85 litres,Diesel,,Automatic
1210,Land Rover Discovery 3.0 Hse Petrol,"Rs. 84,33,741",2995 cc,89 litres,Petrol,,Automatic
1211,Land Rover Discovery 3.0 Se Petrol,"Rs. 80,77,550",2995 cc,89 litres,Petrol,,Automatic
1212,Land Rover Discovery 3.0 S Diesel,"Rs. 88,77,094",2993 cc,85 litres,Diesel,,Automatic
1213,Land Rover Discovery 3.0 S Petrol,"Rs. 76,93,664",2995 cc,89 litres,Petrol,,Automatic
1214,Land Rover Discovery 3.0 Hse Luxury Diesel,"Rs. 1,08,61,088",2993 cc,85 litres,Diesel,,Automatic
1215,Land Rover Discovery 3.0 Hse Luxury Petrol,"Rs. 89,37,846",2995 cc,89 litres,Petrol,,Automatic
1216,Lexus Ls 500H Luxury,"Rs. 1,82,21,000",3456 cc,82 litres,Hybrid,,Automatic
1217,Lexus Ls 500H Ultra Luxury,"Rs. 1,87,36,000",3456 cc,82 litres,Hybrid,,Automatic
1218,Lexus Ls 500H Distinct,"Rs. 1,93,71,000",3456 cc,82 litres,Hybrid,,Automatic
1219, Rolls-Royce Phantom Sedan,"Rs. 9,50,00,000",6749 cc,100 litres,Petrol,10.2 km/litre,Automatic
1220, Rolls-Royce Phantom Ewb,"Rs. 7,54,00,000",6749 cc,100 litres,Petrol,10.2 km/litre,Automatic
1221,Fiat Punto Evo Dynamic 1.2,"Rs. 5,35,562",1172 cc,45 litres,Petrol,15.8 km/litre,Manual
1222,Fiat Punto Evo Active Multijet 1.3,"Rs. 6,31,292",1172 cc,45 litres,Diesel,"21,2 km/litre",Manual
1223,Fiat Punto Evo Dynamic Multijet 1.3,"Rs. 6,92,655",1248 cc,45 litres,Diesel,"21,2 km/litre",Manual
1224,Fiat Punto Evo Emotion Multijet 1.3,"Rs. 7,47,774",1248 cc,45 litres,Diesel,"21,2 km/litre",Manual
1225,Toyota Yaris J,"Rs. 9,40,000",1496 cc,42 litres,Petrol,,Manual
1226,Toyota Yaris G,"Rs. 10,55,000",1496 cc,42 litres,Petrol,,Manual
1227,Toyota Yaris V,"Rs. 11,74,000",1498 cc,42 litres,Petrol,,Manual
1228,Toyota Yaris Vx Cvt,"Rs. 14,18,000",1496 cc,42 litres,Petrol,,Automatic
1229,Toyota Yaris G Cvt,"Rs. 11,75,000",1496 cc,42 litres,Petrol,,Automatic
1230,Toyota Yaris J Cvt,"Rs. 10,10,000",1496 cc,42 litres,Petrol,,Automatic
1231,Toyota Yaris V Cvt,"Rs. 12,94,000",1496 cc,42 litres,Petrol,,Automatic
1232,Toyota Yaris Vx,"Rs. 12,96,000",1496 cc,42 litres,Petrol,,Manual
1233,Toyota Yaris V (O),"Rs. 11,97,000",1498 cc,42 litres,Petrol,,Manual
1234,Toyota Yaris J (O),"Rs. 8,76,000",1496 cc,42 litres,Petrol,,Manual
1235,Toyota Yaris G (O),"Rs. 9,74,000",1496 cc,42 litres,Petrol,,Manual
1236,Toyota Yaris J (O) Cvt,"Rs. 9,35,000",1496 cc,42 litres,Petrol,,Automatic
1237,Toyota Yaris G (O) Cvt,"Rs. 10,83,000",1496 cc,42 litres,Petrol,,Automatic
1238,Toyota Yaris V (O) Cvt,"Rs. 13,17,000",1498 cc,42 litres,Petrol,,Automatic
1239,Skoda Octavia Ambition 1.4 Tsi,"Rs. 15,99,599",1395 cc,50 litres,Petrol,,Manual
1240,Skoda Octavia Ambition 2.0 Tdi Cr,"Rs. 17,99,599",1968 cc,50 litres,Diesel,,Manual
1241,Skoda Octavia Style 1.4 Tsi,"Rs. 18,99,599",1395 cc,50 litres,Petrol,,Manual
1242,Skoda Octavia Style 1.8 Tsi At,"Rs. 20,59,599",1798 cc,50 litres,Petrol,,Automatic
1243,Skoda Octavia Style 2.0 Tdi Cr,"Rs. 20,79,599",1968 cc,50 litres,Diesel,,Manual
1244,Skoda Octavia Style 2.0 Tdi Cr At,"Rs. 22,99,599",1968 cc,50 litres,Diesel,,Automatic
1245,Skoda Octavia L & K 1.8 Tsi At,"Rs. 23,59,599",1798 cc,50 litres,Petrol,,Automatic
1246,Skoda Octavia L & K 2.0 Tdi Cr At,"Rs. 23,59,599",1968 cc,50 litres,Diesel,,Automatic
1247,Skoda Octavia Corporate Edition 1.4 Tsi,"Rs. 15,49,000",1395 cc,50 litres,Petrol,,Manual
1248,Skoda Octavia Corporate Edition 2.0 Tdi,"Rs. 16,99,000",1968 cc,50 litres,Diesel,,Manual
1249,Skoda Octavia Onyx 1.8 Tsi Dsg,"Rs. 19,99,599",1798 cc,50 litres,Petrol,,Automatic
1250,Skoda Octavia Onyx 2.0 Tdi Dsg,"Rs. 21,99,599",1968 cc,50 litres,Diesel,,Automatic
1251, Mercedes-Benz Glc 200 Progressive,"Rs. 52,75,000",1991 cc,66 litres,Petrol,,Automatic
1252, Mercedes-Benz Glc 220D 4Matic Progressive,"Rs. 57,75,000",1950 cc,50 litres,Diesel,,Automatic
1253,Porsche Cayenne Coupe Base,"Rs. 1,31,51,000",2995 cc,75 litres,Petrol,,Automatic
1254,Porsche Cayenne Coupe Turbo,"Rs. 1,97,63,000",2995 cc,90 litres,Petrol,,Automatic
1255,Mahindra Verito 1.5 D2,"Rs. 7,48,370",1461 cc,50 litres,Diesel,18 km/litre,Manual
1256,Mahindra Verito 1.5 D4 Bs-Iv,"Rs. 7,72,617",1461 cc,50 litres,Diesel,18 km/litre,Manual
1257,Mahindra Verito 1.5 D6 Bs-Iv,"Rs. 8,45,154",1461 cc,50 litres,Diesel,18 km/litre,Manual
1258,Mitsubishi Pajero Sport 2.5 Mt,"Rs. 29,03,750",2477 cc,70 litres,Diesel,6.5 km/litre,Manual
1259,Mitsubishi Pajero Sport 2.5 At,"Rs. 28,35,500",2477 cc,70 litres,Diesel,6.5 km/litre,Automatic
1260,Mitsubishi Pajero Sport Limited Edition,"Rs. 29,53,240",2477 cc,70 litres,Diesel,6.5 km/litre,Manual
1261,Mitsubishi Pajero Sport Select Plus Mt,"Rs. 29,92,800",2477 cc,70 litres,Diesel,6.5 km/litre,Manual
1262,Mitsubishi Pajero Sport Select Plus At,"Rs. 29,52,500",2477 cc,70 litres,Diesel,6.5 km/litre,Automatic
1263,Bentley Flying Spur V8,"Rs. 3,41,67,064",3993 cc,90 litres,Petrol,2 km/litre,Automatic
1264,Bentley Flying Spur W12,"Rs. 3,93,82,083",5998 cc,90 litres,Petrol,2 km/litre,Automatic
1265,Honda City Sv Mt Petrol,"Rs. 9,91,000",1497 cc,40 litres,Petrol,14.3 km/litre,Manual
1266,Honda City V Mt Petrol,"Rs. 10,65,900",1497 cc,40 litres,Petrol,14.3 km/litre,Manual
1267,Honda City Vx Mt Petrol,"Rs. 11,82,000",1497 cc,40 litres,Petrol,14.3 km/litre,Manual
1268,Honda City Vx Cvt Petrol,"Rs. 13,12,000",1497 cc,40 litres,Petrol,14.3 km/litre,Automatic
1269,Honda City Sv Mt Diesel,"Rs. 11,11,000",1498 cc,40 litres,Diesel,22.6 km/litre,Manual
1270,Honda City V Mt Diesel,"Rs. 11,91,000",1498 cc,40 litres,Diesel,22.6 km/litre,Manual
1271,Honda City Vx Mt Diesel,"Rs. 13,02,000",1498 cc,40 litres,Diesel,22.6 km/litre,Manual
1272,Honda City Zx Mt Diesel,"Rs. 14,21,000",1498 cc,40 litres,Diesel,22.6 km/litre,Manual
1273,Honda City Zx Cvt Petrol,"Rs. 14,31,000",1497 cc,40 litres,Petrol,18 km/litre,Automatic
1274,Honda City V Cvt Petrol,"Rs. 12,01,000",1497 cc,40 litres,Petrol,14.3 km/litre,Automatic
1275,Mitsubishi Montero 3.2 At,"Rs. 68,62,560",3200 cc,88 litres,Diesel,8.25 km/litre,Automatic
